City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Description
632,Ontario,US,34.0633,-117.6509,26.31,17.48,60,75,0.45,broken clouds
633,Cedar City,US,37.6775,-113.0619,20.78,11.81,36,15,7.75,few clouds
634,Honningsvåg,NO,70.9821,25.9704,12.74,12.74,80,65,5.88,broken clouds
635,Grand-Lahou,CI,5.1367,-5.0242,24.14,24.14,92,13,2.61,few clouds
636,Staryy Nadym,RU,65.6118,72.6842,-0.67,-0.67,85,2,2.18,clear sky
637,Samarina,RU,57.8878,27.8054,9.01,9.01,78,100,2.84,overcast clouds
638,Roald,NO,62.5833,6.1333,11.85,9.03,93,24,2.57,few clouds
639,Porto Velho,BR,-8.7619,-63.9039,27.45,27.45,63,89,1.48,overcast clouds
640,Santiago do Cacém,PT,38.0169,-8.6948,15.02,15.02,77,1,5.72,clear sky
641,Champerico,GT,14.3,-91.9167,29.64,27.07,74,9,4.48,clear sky
642,Iquique,CL,-20.2208,-70.1431,17.02,17.02,78,14,0.22,few clouds
643,Aykhal,RU,66.0,111.5,-4.43,-4.43,86,100,2.98,overcast clouds
644,Jiazi,CN,22.8779,116.067,25.68,25.68,80,0,1.45,clear sky
645,Mount Isa,AU,-20.7333,139.5,25.87,25.87,57,90,2.57,light intensity shower rain
646,Katangli,RU,51.7102,143.2326,14.22,14.22,83,39,2.81,scattered clouds
647,Buluang,PH,13.3068,123.3425,26.65,26.65,89,89,0.25,overcast clouds
648,Boende,CD,-0.2167,20.8667,22.1,22.1,90,100,1.37,overcast clouds
649,Malanje,AO,-9.5402,16.341,20.63,20.63,65,43,2.84,scattered clouds
650,Zolochiv,UA,49.806,24.8944,8.26,8.05,76,12,3.96,few clouds
651,Port Macquarie,AU,-31.4333,152.9167,21.05,19.65,57,88,7.58,moderate rain
652,Bayir,TR,37.2687,28.2167,15.29,15.29,43,7,2.05,clear sky
653,Goshen,US,41.5823,-85.8344,22.08,18.08,40,1,2.06,clear sky
654,Pappadátes,GR,39.3133,20.7925,20.79,18.47,67,36,1.43,scattered clouds
655,Gunjur,GM,13.2019,-16.7339,28.04,28.04,89,20,3.6,few clouds
656,Mil'kovo,RU,54.7167,158.6167,11.72,11.72,74,96,5.71,overcast clouds
657,Bela,IN,25.9333,81.9833,25.26,25.26,88,16,2.66,few clouds
658,Palāsa,IN,18.7667,84.4167,25.01,25.01,91,100,2.17,overcast clouds
659,Muş Province,TR,39.0,41.75,12.51,12.51,35,0,0.94,clear sky
660,Vostok,RU,46.4856,135.8833,13.92,13.92,83,61,1.58,broken clouds
661,Udachny,RU,66.4167,112.4,-3.6,-3.6,86,100,2.11,overcast clouds
662,Canary Islands,ES,28.0,-15.5,19.66,18.66,76,40,0.89,scattered clouds
663,Buala,SB,-8.145,159.5921,28.21,28.21,77,92,4.71,light rain
664,Alekseyevskaya,RU,50.2896,42.1845,7.35,7.35,83,98,3.35,overcast clouds
665,Guánica,PR,17.9716,-66.908,28.36,24.74,88,18,2.27,few clouds
666,Igarka,RU,67.4667,86.5833,0.18,0.18,80,100,1.06,overcast clouds
667,Hay River,CA,60.8156,-115.7999,13.57,13.57,67,48,1.93,scattered clouds
668,Fortuna,US,40.5982,-124.1573,20.66,15.19,63,1,2.68,clear sky
669,Kiama,AU,-34.6833,150.8667,20.7,18.89,72,100,3.58,overcast clouds
670,Vila,PT,42.0304,-8.1588,10.52,7.06,88,23,1.29,few clouds
671,Zamora,EC,-4.0692,-78.9567,20.8,20.8,93,66,0.49,broken clouds
672,Koumac,NC,-20.5667,164.2833,24.47,24.47,64,20,2.1,few clouds
673,Santa Barbara,US,34.7333,-120.0343,23.51,15.46,48,1,6.17,clear sky
674,Kudahuvadhoo,MV,2.6708,72.8944,27.83,27.83,78,94,5.59,overcast clouds
675,Bongaree,AU,-27.0797,153.1586,22.38,18.07,59,100,4.33,light rain
676,Balkhash,KZ,46.844,74.9804,12.15,12.15,70,45,4.66,scattered clouds
677,Pangnirtung,CA,66.1451,-65.7125,1.45,1.45,57,100,1.13,overcast clouds
678,Kings Park,US,40.8862,-73.2573,21.88,17.35,84,75,0.0,broken clouds
679,Zhoucheng,CN,35.9122,116.3117,15.49,15.49,94,0,1.59,light rain
680,Sukpak,RU,51.6667,94.6333,-1.94,-1.94,43,84,1.86,broken clouds
681,Marang,MY,5.2056,103.2059,25.06,25.06,89,97,1.21,light rain
682,Villamontes,BO,-21.25,-63.5,29.64,29.64,39,3,2.54,clear sky
683,Adré,TD,13.4667,22.2,26.9,26.9,43,22,2.44,few clouds
684,Athabasca,CA,54.7169,-113.2854,17.46,15.83,35,100,3.79,overcast clouds
685,Thunder Bay,CA,48.4001,-89.3168,23.88,15.31,80,7,1.34,clear sky
686,Nioro,GM,13.35,-15.75,25.92,25.92,87,1,2.72,clear sky
687,Rawson,AR,-43.3002,-65.1023,14.52,14.52,40,81,5.47,broken clouds
688,Panalingaan,PH,8.7842,117.4231,26.79,26.79,82,25,0.41,scattered clouds
689,Ureki,GE,41.9956,41.7786,16.98,14.24,81,3,2.17,clear sky
690,Morondava,MG,-20.2833,44.2833,24.13,24.13,79,61,1.77,broken clouds
691,Taoudenni,ML,22.6783,-3.9836,34.31,34.31,9,1,6.64,clear sky
692,Chifeng,CN,42.2683,118.9636,13.03,13.03,65,34,2.53,scattered clouds
693,Launceston,AU,-41.45,147.1667,13.97,12.8,75,25,2.68,scattered clouds
694,Swan River,CA,52.1058,-101.2676,27.03,27.03,28,1,5.62,clear sky
695,Shizunai-furukawachō,JP,42.3339,142.3669,17.3,17.3,72,99,4.98,overcast clouds
696,Chālūs,IR,36.655,51.4204,21.05,21.05,71,31,0.86,scattered clouds
697,Düzce,TR,40.8389,31.1639,14.52,14.52,91,70,0.57,broken clouds
698,Quryq,KZ,43.2,51.65,15.08,15.08,68,73,3.68,broken clouds
699,Buraidah,SA,26.326,43.975,24.69,24.69,11,5,2.97,clear sky
