City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
133,Altamira,BR,2021-09-27 00:59:38,-3.2033,-52.2064,77.81,73,97,3.47
134,Acarau,BR,2021-09-27 00:57:04,-2.8856,-40.12,79.07,83,15,18.59
135,Kavieng,PG,2021-09-27 00:59:39,-2.5744,150.7967,83.86,72,39,8.99
136,Faya,SA,2021-09-27 00:59:32,18.3851,42.4509,63.12,24,4,3.62
137,Hithadhoo,MV,2021-09-27 00:59:39,-0.6,73.0833,82.2,74,100,17.56
138,Los Llanos De Aridane,ES,2021-09-27 00:59:05,28.6585,-17.9182,69.55,69,20,8.05
139,Palmer,US,2021-09-27 00:59:40,42.1584,-72.3287,58.84,74,0,3.2
140,Chokurdakh,RU,2021-09-27 00:59:40,70.6333,147.9167,27.14,88,100,19.39
141,Talnakh,RU,2021-09-27 00:59:41,69.4865,88.3972,33.87,49,100,7.52
142,Hualmay,PE,2021-09-27 00:59:41,-11.0964,-77.6139,62.29,85,27,7.07
143,Victoria,HK,2021-09-27 00:59:41,22.2855,114.1577,87.24,77,39,5.99
144,Aklavik,CA,2021-09-27 00:59:42,68.2191,-135.0107,32.83,88,98,3.44
145,Zhigalovo,RU,2021-09-27 00:59:42,54.8097,105.1578,36.3,57,99,2.93
146,Abha,SA,2021-09-27 00:59:42,18.2164,42.5053,62.85,25,0,0.0
147,Mabaruma,GY,2021-09-27 00:59:43,8.2,-59.7833,76.96,86,5,3.62
148,Constitucion,CL,2021-09-27 00:59:43,-35.3333,-72.4167,49.96,79,22,10.74
149,San Cristobal,VE,2021-09-27 00:57:07,7.7669,-72.225,78.98,89,42,2.93
150,Te Anau,NZ,2021-09-27 00:58:38,-45.4167,167.7167,48.63,41,0,1.59
151,Bahadurganj,IN,2021-09-27 00:59:44,26.2667,87.8167,81.32,79,90,4.16
152,Guerrero Negro,MX,2021-09-27 00:59:45,27.9769,-114.0611,70.95,71,0,18.39
153,Freeport,US,2021-09-27 00:57:30,40.6576,-73.5832,70.18,57,0,3.0
154,Bengkulu,ID,2021-09-27 00:59:45,-3.8004,102.2655,78.04,84,67,4.5
155,Lavrentiya,RU,2021-09-27 00:59:46,65.5833,-171.0,34.03,82,71,4.45
156,Mar Del Plata,AR,2021-09-27 00:57:34,-38.0023,-57.5575,54.09,64,90,3.0
157,Moerai,PF,2021-09-27 00:59:46,-22.4333,-151.3333,76.37,85,74,9.24
158,Sechura,PE,2021-09-27 00:59:47,-5.5569,-80.8222,66.52,77,5,12.33
159,Leningradskiy,RU,2021-09-27 00:57:02,69.3833,178.4167,29.14,77,100,7.11
160,Altar,MX,2021-09-27 00:59:47,30.7,-111.8167,85.3,30,19,15.84
161,Aurad,IN,2021-09-27 00:59:48,18.25,77.4333,71.31,96,100,8.28
162,Dumas,US,2021-09-27 00:59:48,35.8656,-101.9732,80.74,26,1,13.8
163,Cabo San Lucas,MX,2021-09-27 00:55:17,22.8909,-109.9124,89.62,73,5,1.99
164,Zhigansk,RU,2021-09-27 00:59:49,66.7697,123.3711,36.27,74,87,22.84
165,Guaruja,BR,2021-09-27 00:59:49,-23.9931,-46.2564,80.17,26,98,2.71
166,Paratebueno,CO,2021-09-27 00:59:50,4.3758,-73.2155,75.11,85,20,3.18
167,Port Keats,AU,2021-09-27 00:59:50,-14.25,129.55,87.3,55,7,7.07
168,Atuona,PF,2021-09-27 00:59:50,-9.8,-139.0333,78.12,72,6,17.22
169,Evensk,RU,2021-09-27 00:56:00,61.95,159.2333,43.74,49,9,4.03
170,Port Blair,IN,2021-09-27 00:57:33,11.6667,92.75,77.04,94,40,2.3
171,Batemans Bay,AU,2021-09-27 00:59:51,-35.7167,150.1833,64.09,44,6,9.55
172,Ancud,CL,2021-09-27 00:59:52,-41.8697,-73.8203,42.33,81,89,5.46
173,Hasaki,JP,2021-09-27 00:59:52,35.7333,140.8333,75.29,62,54,17.65
174,Bethel,US,2021-09-27 00:57:15,41.3712,-73.414,63.81,81,2,4.52
175,Gillette,US,2021-09-27 00:57:36,44.2911,-105.5022,81.25,18,4,6.4
176,Jinka,ET,2021-09-27 00:59:53,5.65,36.65,64.98,75,95,2.37
177,Qaanaaq,GL,2021-09-27 00:58:39,77.484,-69.3632,19.06,59,63,8.12
178,Tura,IN,2021-09-27 00:59:53,25.5198,90.2201,78.37,83,7,2.68
179,Sola,VU,2021-09-27 00:59:54,-13.8833,167.55,84.87,74,90,5.75
180,Tasiilaq,GL,2021-09-27 00:59:54,65.6145,-37.6368,24.75,68,15,5.28
181,Lorengau,PG,2021-09-27 00:58:46,-2.0226,147.2712,83.19,76,99,8.99
182,Tsuruoka,JP,2021-09-27 00:59:55,38.7217,139.8217,69.84,64,20,17.27
183,Okhotsk,RU,2021-09-27 00:59:55,59.3833,143.3,48.92,49,51,4.59
184,Kaitangata,NZ,2021-09-27 00:59:56,-46.2817,169.8464,52.93,31,4,5.1
185,Saint-Pierre,RE,2021-09-27 00:59:56,-21.3393,55.4781,69.44,77,40,4.61
186,Atar,MR,2021-09-27 00:59:22,20.5169,-13.0499,93.81,15,6,4.29
187,Lagoa,PT,2021-09-27 00:59:57,39.05,-27.9833,66.7,67,46,20.69
188,Kununurra,AU,2021-09-27 00:55:32,-15.7667,128.7333,89.58,40,43,11.5
189,Wanning,CN,2021-09-27 00:59:57,18.8003,110.3967,82.62,79,1,3.27
190,Listvyanskiy,RU,2021-09-27 00:59:58,54.4399,83.4984,39.18,95,100,10.16
191,Flinders,AU,2021-09-27 00:59:58,-34.5833,150.8552,65.17,65,82,1.99
192,Korla,CN,2021-09-27 00:59:59,41.7597,86.1469,60.96,28,0,2.91
193,Markova,UA,2021-09-27 00:59:59,48.6758,24.4138,52.41,93,58,2.57
194,Mastung,PK,2021-09-27 00:59:59,29.7994,66.845,67.73,58,0,3.47
195,Marrakesh,MA,2021-09-27 01:00:00,31.6315,-8.0083,73.47,49,0,9.22
196,Thompson,CA,2021-09-27 01:00:01,55.7435,-97.8558,50.74,69,21,1.54
197,Shimoda,JP,2021-09-27 01:00:01,34.6667,138.95,70.11,67,12,19.77
198,Porto Torres,IT,2021-09-27 01:00:02,40.835,8.3972,75.09,93,100,4.72
199,Saldanha,ZA,2021-09-27 01:00:02,-33.0117,17.9442,57.83,89,1,11.99
200,Shadegan,IR,2021-09-27 01:00:04,30.6497,48.6647,78.08,18,0,12.77
201,Vardo,NO,2021-09-27 01:00:06,70.3705,31.1107,48.0,85,100,21.05
202,Torbay,CA,2021-09-27 00:56:39,47.6666,-52.7314,53.89,92,75,11.5
203,Hamilton,US,2021-09-27 00:57:52,39.1834,-84.5333,66.58,64,15,5.73
204,Zarubino,RU,2021-09-27 01:00:09,42.63,131.0922,66.11,82,100,12.77
205,Lethem,GY,2021-09-27 01:00:09,3.3803,-59.7968,80.01,70,11,4.88
206,Tartagal,AR,2021-09-27 01:00:11,-22.5164,-63.8013,79.16,35,0,3.71
207,Nikolskoye,RU,2021-09-27 01:00:12,59.7035,30.7861,48.09,98,39,4.34
208,Xinqing,CN,2021-09-27 01:00:13,48.2333,129.5,57.4,96,100,5.06
209,Safaga,EG,2021-09-27 01:00:13,26.7292,33.9365,81.37,45,0,4.59
210,Iskateley,RU,2021-09-27 01:00:16,67.6803,53.1512,39.31,79,100,11.18
211,Comodoro Rivadavia,AR,2021-09-27 01:00:17,-45.8667,-67.5,50.88,38,3,10.63
212,Derazhnya,UA,2021-09-27 01:00:18,49.2692,27.4338,46.58,87,49,4.68
213,Codrington,AU,2021-09-27 01:00:18,-38.2667,141.9667,61.14,58,11,12.01
214,Saint-Malo,FR,2021-09-27 01:00:19,48.5,-1.8333,64.06,72,100,17.72
215,Tarko-Sale,RU,2021-09-27 01:00:20,64.9225,77.785,32.25,88,8,8.21
216,Puerto Narino,CO,2021-09-27 01:00:20,-3.7703,-70.3831,79.56,71,100,0.98
217,Grand-Santi,GF,2021-09-27 01:00:20,4.25,-54.3833,71.71,97,56,3.0
218,Yoichi,JP,2021-09-27 01:00:21,43.2039,140.7703,70.61,59,4,4.38
219,Santa Isabel Do Rio Negro,BR,2021-09-27 01:00:21,-0.4139,-65.0192,73.31,99,100,3.15
220,Kieta,PG,2021-09-27 01:00:22,-6.2167,155.6333,85.69,65,64,4.12
221,Kahramanmaras,TR,2021-09-27 01:00:22,38.0,37.0,47.03,38,6,3.4
222,Mezofalva,HU,2021-09-27 01:00:23,46.9318,18.7718,64.51,63,99,7.07
223,Misratah,LY,2021-09-27 01:00:23,32.3754,15.0925,73.99,67,13,5.12
224,Artyom,AZ,2021-09-27 01:00:24,40.4723,50.333,66.34,67,3,17.49
225,Leshukonskoye,RU,2021-09-27 01:00:24,64.8989,45.7622,43.59,97,100,3.0
226,Dawei,MM,2021-09-27 01:00:25,14.0833,98.2,75.87,93,100,2.37
227,Ninghai,CN,2021-09-27 01:00:26,29.2892,121.4247,81.73,75,9,0.96
228,Buala,SB,2021-09-27 01:00:26,-8.145,159.5921,85.14,67,48,5.55
229,Hobyo,SO,2021-09-27 01:00:27,5.3505,48.5268,77.29,83,90,22.75
230,Komsomolskiy,UZ,2021-09-27 00:59:41,40.4272,71.7189,72.32,18,0,6.91
231,Bathsheba,BB,2021-09-27 00:57:07,13.2167,-59.5167,81.21,89,40,12.66
232,Sao Cristovao,BR,2021-09-27 01:00:29,-11.0147,-37.2064,73.47,90,13,7.25
233,Burley,US,2021-09-27 01:00:29,42.5357,-113.7928,74.68,15,0,7.27
234,Hay River,CA,2021-09-27 01:00:30,60.8156,-115.7999,42.06,75,97,8.32
235,Brae,GB,2021-09-27 01:00:31,60.3964,-1.353,55.31,96,100,15.93
236,Paamiut,GL,2021-09-27 01:00:31,61.994,-49.6678,33.91,69,7,3.22
237,Agadir,MA,2021-09-27 01:00:32,30.4202,-9.5982,64.85,56,20,3.18
238,Severobaykalsk,RU,2021-09-27 01:00:33,55.65,109.3167,37.29,63,70,5.08
239,Rio Verde De Mato Grosso,BR,2021-09-27 01:00:34,-18.9181,-54.8442,80.2,50,78,10.63
240,Marfino,RU,2021-09-27 01:00:34,55.7028,37.3822,50.09,91,75,8.95
241,Vila Velha,BR,2021-09-27 00:58:45,-20.3297,-40.2925,73.35,78,75,8.05
242,La Ronge,CA,2021-09-27 01:00:35,55.1001,-105.2842,59.22,67,90,4.61
243,Arraial Do Cabo,BR,2021-09-27 00:58:31,-22.9661,-42.0278,71.26,85,60,22.21
244,Tezu,IN,2021-09-27 01:00:36,27.9167,96.1667,80.29,72,87,2.53
245,Puerto Escondido,MX,2021-09-27 01:00:37,15.85,-97.0667,81.84,78,100,0.72
246,Syracuse,IT,2021-09-27 01:00:38,37.0881,15.2792,75.88,74,100,5.26
247,Henties Bay,NA,2021-09-27 01:00:39,-22.116,14.2845,55.85,94,17,5.08
248,Price,US,2021-09-27 01:00:00,39.5994,-110.8107,75.42,26,98,4.63
249,Esperance,AU,2021-09-27 01:00:40,-33.8667,121.9,58.84,88,81,12.15
250,Olafsvik,IS,2021-09-27 01:00:41,64.8945,-23.7142,39.49,72,100,35.46
251,Baijiantan,CN,2021-09-27 01:00:41,45.6333,85.1833,54.0,27,7,7.94
252,Provideniya,RU,2021-09-27 01:00:42,64.3833,-173.3,41.11,56,20,6.71
253,Carnarvon,AU,2021-09-27 00:57:01,-24.8667,113.6333,64.47,68,75,10.36
254,Martapura,ID,2021-09-27 01:00:43,-3.4167,114.85,80.69,78,0,4.61
255,Broome,US,2021-09-27 01:00:44,42.2506,-75.833,58.55,69,11,1.99
256,Kutum,SD,2021-09-27 01:00:44,14.2,24.6667,71.17,67,10,6.42
257,Matamoros,MX,2021-09-27 01:00:34,25.5333,-103.25,82.0,36,100,9.44
258,Ambanja,MG,2021-09-27 01:00:45,-13.6833,48.45,68.2,86,8,3.69
259,Itaituba,BR,2021-09-27 01:00:46,-4.2761,-55.9836,79.41,69,90,1.92
260,Eureka,US,2021-09-27 00:58:38,40.8021,-124.1637,69.21,74,65,4.0
261,Weligama,LK,2021-09-27 01:00:47,5.9667,80.4167,76.87,89,100,18.3
262,College,US,2021-09-27 00:56:07,64.8569,-147.8028,35.01,76,99,1.39
263,Tuscaloosa,US,2021-09-27 01:00:48,33.2098,-87.5692,69.98,87,0,1.88
264,Ixtapa,MX,2021-09-27 01:00:48,20.7,-105.2,80.22,90,97,7.0
265,Jundia,BR,2021-09-27 01:00:49,-8.9347,-35.5736,70.54,95,17,3.98
266,Dongfeng,CN,2021-09-27 01:00:50,42.6403,125.5118,60.82,95,100,5.61
267,Fallon,US,2021-09-27 01:00:50,39.4735,-118.7774,85.44,9,4,18.7
268,Valdivia,CL,2021-09-27 01:00:52,-39.8142,-73.2459,40.78,90,0,2.1
269,Inirida,CO,2021-09-27 00:56:19,3.8653,-67.9239,76.01,88,83,1.66
270,Sobolevo,RU,2021-09-27 01:00:53,54.4299,31.8996,45.82,92,100,9.42
271,Hitchin,GB,2021-09-27 01:00:54,51.9531,-0.2652,62.24,90,75,3.0
272,Mount Gambier,AU,2021-09-27 01:00:55,-37.8333,140.7667,61.93,43,91,8.28
273,Sibolga,ID,2021-09-27 01:00:56,1.7427,98.7792,75.92,93,100,1.01
274,Nizhniy Tsasuchey,RU,2021-09-27 01:00:57,50.5167,115.1333,46.09,46,0,14.76
275,Micco,US,2021-09-27 01:00:57,27.8806,-80.5003,81.01,63,0,3.0
276,Quatre Cocos,MU,2021-09-27 01:00:58,-20.2078,57.7625,68.09,82,61,21.16
277,Portland,US,2021-09-27 00:57:55,45.5234,-122.6762,74.61,48,40,5.99
278,Lieksa,FI,2021-09-27 01:00:59,63.3167,30.0167,43.3,89,26,0.98
279,Coihaique,CL,2021-09-27 01:00:59,-45.5752,-72.0662,35.35,97,26,5.82
280,Arroio Grande,BR,2021-09-27 01:01:00,-32.2375,-53.0869,57.49,96,1,5.01
281,Weymouth,US,2021-09-27 01:01:01,42.2209,-70.9398,63.77,72,0,1.01
282,Kelvington,CA,2021-09-27 01:01:01,52.1667,-103.5343,59.41,44,100,8.08
283,Ismailia,EG,2021-09-27 01:01:01,30.6043,32.2723,70.03,75,2,8.14
284,Zeya,RU,2021-09-27 01:01:02,53.75,127.2667,53.71,98,100,10.09
285,General Pico,AR,2021-09-27 01:01:02,-35.6566,-63.7568,53.13,43,5,11.54
286,Newport,GB,2021-09-27 01:01:03,51.5877,-2.9984,64.78,90,100,15.55
287,Luanda,AO,2021-09-27 01:00:17,-8.8368,13.2343,71.55,88,93,7.76
288,Syamzha,RU,2021-09-27 01:01:03,60.0158,41.0614,45.39,96,100,7.45
289,Berlevag,NO,2021-09-27 00:59:06,70.8578,29.0864,48.36,85,100,14.85
290,Caravelas,BR,2021-09-27 01:01:04,-17.7125,-39.2481,73.0,77,100,8.16
291,Cairns,AU,2021-09-27 01:01:05,-16.9167,145.7667,88.95,54,29,12.66
292,Penha,BR,2021-09-27 01:01:05,-26.7694,-48.6458,66.56,94,11,1.7
293,Russell,US,2021-09-27 01:01:06,32.3502,-85.1999,67.91,89,0,1.12
